year,organisation_code,organisation,departmental_group,orgsort,qsort,theme,measure,label,value
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,26,LM,B16,I think that my performance is evaluated fairly,0.68
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,27,LM,B17,Poor performance is dealt with effectively in my team,0.4
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,28,MT,B18,The people in my team can be relied upon to help when things get difficult in my job,0.86
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,29,MT,B19,The people in my team work together to find ways to improve the service we provide,0.83
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,30,MT,B20,The people in my team are encouraged to come up with new and better ways of doing things,0.77
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,31,LD,B21,I am able to access the right learning and development opportunities when I need to,0.64
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,32,LD,B22,Learning and development activities I have completed in the past 12 months have helped to improve my performance,0.54
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,33,LD,B23,There are opportunities for me to develop my career in [my organisation],0.51
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,34,LD,B24,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,0.5
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,35,IF,B25,I am treated fairly at work,0.82
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,36,IF,B26,I am treated with respect by the people I work with,0.86
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,37,IF,B27,I feel valued for the work I do,0.68
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,38,IF,B28,"I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)",0.78
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,39,RW,B29,I get the information I need to do my job well,0.71
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,40,RW,B30,I have clear work objectives,0.76
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,41,RW,B31,I have the skills I need to do my job effectively,0.89
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,42,RW,B32,I have the tools I need to do my job effectively,0.72
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,43,RW,B33,I have an acceptable workload,0.63
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,44,RW,B34,I achieve a good balance between my work life and my private life,0.71
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,45,PB,B35,I feel that my pay adequately reflects my performance,0.34
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,46,PB,B36,I am satisfied with the total benefits package,0.39
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,47,PB,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.28
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,48,LC,B38,[Senior managers] in [my organisation] are sufficiently visible,0.63
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,49,LC,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.55
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,50,LC,B40,I believe that [the board has] a clear vision for the future of [my organisation],0.5
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,51,LC,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.51
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,52,LC,B42,I feel that change is managed well in [my organisation],0.35
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,53,LC,B43,When changes are made in [my organisation] they are usually for the better,0.36
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,54,LC,B44,[My organisation] keeps me informed about matters that affect me,0.6
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,55,LC,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.4
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,56,LC,B46,I think it is safe to challenge the way things are done in [my organisation],0.5
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,57,EE,B47,I am proud when I tell others I am part of [my organisation],0.67
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,58,EE,B48,I would recommend [my organisation] as a great place to work,0.61
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,59,EE,B49,I feel a strong personal attachment to [my organisation],0.52
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,60,EE,B50,[My organisation] inspires me to do the best in my job,0.52
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,61,EE,B51,[My organisation] motivates me to help it achieve its objectives,0.5
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,62,TA,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.51
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,63,TA,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.38
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,64,OC,B54,I am trusted to carry out my job effectively,0.89
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,65,OC,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.73
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,66,OC,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.7
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,67,OC,B57,I feel able to challenge inappropriate behaviour in the workplace,0.67
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,68,OC,B58,My organisation is committed to creating a diverse and inclusive workplace,0.76
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,69,VL,B59,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.58
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,70,VL,B60,Managers in my Area/Directorate/Division actively role model the behaviours set out in the Civil Service Leadership Statement,0.66
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,71,FI,C01_1,I want to leave [my organisation] as soon as possible,0.07
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,72,FI,C01_2,I want to leave [my organisation] within the next 12 months,0.15
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,73,FI,C01_3,I want to stay working for [my organisation] for at least the next year,0.33
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,74,FI,C01_4,I want to stay working for [my organisation] for at least the next three years,0.44
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,75,CS,D01,Are you aware of the Civil Service Code?,0.92
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,76,CS,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.66
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,77,CS,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.72
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,78,DS,E01_YES,"Have you been discriminated against at work, in the past 12 months?",0.11
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,101,BH,E03_YES,"Have you been bullied or harassed at work, in the past 12 months?",0.12
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,132,BH,E05_YES,Did you report your experience of bullying and/or harassment?,0.51
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,144,BH,E06_A_YES,Appropriate action was taken to address the behaviour I experienced,0.16
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,145,BH,E06_B_YES,The bullying and/or harassment has stopped,0.38
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,146,BH,E06_C_YES,The culture in my area allows this kind of behaviour to continue,0.55
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,147,BH,E06_D_YES,I felt like I was punished for reporting the incident,0.18
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,148,BH,E06_E_YES,I moved to another team or role to avoid the behaviour,0.22
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,159,WB,W01,"Overall, how satisfied are you with your life nowadays?",0.67
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,160,WB,W02,"Overall, to what extent do you feel the things you do in your life are worthwhile?",0.71
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,161,WB,W03,"Overall, how happy did you feel yesterday?",0.62
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,162,WB,W04,"Overall, how anxious did you feel yesterday?",0.32
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,163,WB,HSE_INDEX,Proxy Stress Index (higher score = higher stress),0.28
2019,CS_MEDIAN,Civil Service Benchmark (median),Civil Service,1,164,WB,PERMA_INDEX,PERMA Index (higher score = high flourishing),0.74
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,0,SUMMARY,RR,Response rate,0.67
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,1,SUMMARY,EES,Employee engagement index,0.6
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,2,SUMMARY,MW,My work theme score,0.74
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,3,SUMMARY,OP,Organisational objectives and purpose theme score,0.81
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,4,SUMMARY,LM,My manager theme score,0.7
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,5,SUMMARY,MT,My team theme score,0.81
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,6,SUMMARY,LD,Learning and development theme score,0.55
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,7,SUMMARY,IF,Inclusion and fair treatment theme score,0.77
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,8,SUMMARY,RW,Resources and workload theme score,0.72
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,9,SUMMARY,PB,Pay and benefits theme score,0.31
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,10,SUMMARY,LC,Leadership and managing change theme score,0.45
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,11,MW,B01,I am interested in my work,0.88
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,12,MW,B02,I am sufficiently challenged by my work,0.79
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,13,MW,B03,My work gives me a sense of personal accomplishment,0.75
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,14,MW,B04,I feel involved in the decisions that affect my work,0.56
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,15,MW,B05,I have a choice in deciding how I do my work,0.7
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,16,OP,B06,I have a clear understanding of [my organisation's] objectives,0.8
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,17,OP,B07,I understand how my work contributes to [my organisation's] objectives,0.82
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,18,LM,B08,My manager motivates me to be more effective in my job,0.71
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,19,LM,B09,My manager is considerate of my life outside work,0.84
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,20,LM,B10,My manager is open to my ideas,0.81
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,21,LM,B11,My manager helps me to understand how I contribute to [my organisation's] objectives,0.66
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,22,LM,B12,"Overall, I have confidence in the decisions made by my manager",0.75
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,23,LM,B13,My manager recognises when I have done my job well,0.79
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,24,LM,B14,I receive regular feedback on my performance,0.68
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,25,LM,B15,The feedback I receive helps me to improve my performance,0.64
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,26,LM,B16,I think that my performance is evaluated fairly,0.68
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,27,LM,B17,Poor performance is dealt with effectively in my team,0.42
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,28,MT,B18,The people in my team can be relied upon to help when things get difficult in my job,0.86
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,29,MT,B19,The people in my team work together to find ways to improve the service we provide,0.83
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,30,MT,B20,The people in my team are encouraged to come up with new and better ways of doing things,0.75
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,31,LD,B21,I am able to access the right learning and development opportunities when I need to,0.65
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,32,LD,B22,Learning and development activities I have completed in the past 12 months have helped to improve my performance,0.54
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,33,LD,B23,There are opportunities for me to develop my career in [my organisation],0.54
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,34,LD,B24,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,0.49
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,35,IF,B25,I am treated fairly at work,0.8
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,36,IF,B26,I am treated with respect by the people I work with,0.85
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,37,IF,B27,I feel valued for the work I do,0.66
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,38,IF,B28,"I think that [my organisation] respects individual differences (e.g. cultures, working styles, backgrounds, ideas, etc)",0.76
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,39,RW,B29,I get the information I need to do my job well,0.68
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,40,RW,B30,I have clear work objectives,0.75
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,41,RW,B31,I have the skills I need to do my job effectively,0.86
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,42,RW,B32,I have the tools I need to do my job effectively,0.68
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,43,RW,B33,I have an acceptable workload,0.63
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,44,RW,B34,I achieve a good balance between my work life and my private life,0.7
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,45,PB,B35,I feel that my pay adequately reflects my performance,0.31
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,46,PB,B36,I am satisfied with the total benefits package,0.36
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,47,PB,B37,Compared to people doing a similar job in other organisations I feel my pay is reasonable,0.27
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,48,LC,B38,[Senior managers] in [my organisation] are sufficiently visible,0.57
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,49,LC,B39,I believe the actions of [senior managers] are consistent with [my organisation's] values,0.52
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,50,LC,B40,I believe that [the board has] a clear vision for the future of [my organisation],0.44
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,51,LC,B41,"Overall, I have confidence in the decisions made by [my organisation's senior managers]",0.45
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,52,LC,B42,I feel that change is managed well in [my organisation],0.34
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,53,LC,B43,When changes are made in [my organisation] they are usually for the better,0.32
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,54,LC,B44,[My organisation] keeps me informed about matters that affect me,0.57
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,55,LC,B45,I have the opportunity to contribute my views before decisions are made that affect me,0.36
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,56,LC,B46,I think it is safe to challenge the way things are done in [my organisation],0.45
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,57,EE,B47,I am proud when I tell others I am part of [my organisation],0.59
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,58,EE,B48,I would recommend [my organisation] as a great place to work,0.54
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,59,EE,B49,I feel a strong personal attachment to [my organisation],0.5
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,60,EE,B50,[My organisation] inspires me to do the best in my job,0.49
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,61,EE,B51,[My organisation] motivates me to help it achieve its objectives,0.47
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,62,TA,B52,I believe that [senior managers] in [my organisation] will take action on the results from this survey,0.44
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,63,TA,B53,"Where I work, I think effective action has been taken on the results of the last survey",0.37
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,64,OC,B54,I am trusted to carry out my job effectively,0.89
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,65,OC,B55,"I believe I would be supported if I try a new idea, even if it may not work",0.69
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,66,OC,B56,"In [my organisation], people are encouraged to speak up when they identify a serious policy or delivery risk",0.67
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,67,OC,B57,I feel able to challenge inappropriate behaviour in the workplace,0.67
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,68,OC,B58,My organisation is committed to creating a diverse and inclusive workplace,0.76
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,69,VL,B59,I am aware of the Civil Service vision for 'A Brilliant Civil Service',0.57
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,70,VL,B60,Managers in my Area/Directorate/Division actively role model the behaviours set out in the Civil Service Leadership Statement,0.63
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,71,FI,C01_1,I want to leave [my organisation] as soon as possible,0.08
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,72,FI,C01_2,I want to leave [my organisation] within the next 12 months,0.13
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,73,FI,C01_3,I want to stay working for [my organisation] for at least the next year,0.28
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,74,FI,C01_4,I want to stay working for [my organisation] for at least the next three years,0.5
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,75,CS,D01,Are you aware of the Civil Service Code?,0.89
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,76,CS,D02,Are you aware of how to raise a concern under the Civil Service Code?,0.66
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,77,CS,D03,Are you confident that if you raise a concern under the Civil Service Code in [your organisation] it would be investigated properly?,0.67
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,78,DS,E01_YES,"Have you been discriminated against at work, in the past 12 months?",0.13
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,101,BH,E03_YES,"Have you been bullied or harassed at work, in the past 12 months?",0.12
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,132,BH,E05_YES,Did you report your experience of bullying and/or harassment?,0.5
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,144,BH,E06_A_YES,Appropriate action was taken to address the behaviour I experienced,0.16
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,145,BH,E06_B_YES,The bullying and/or harassment has stopped,0.38
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,146,BH,E06_C_YES,The culture in my area allows this kind of behaviour to continue,0.55
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,147,BH,E06_D_YES,I felt like I was punished for reporting the incident,0.19
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,148,BH,E06_E_YES,I moved to another team or role to avoid the behaviour,0.23
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,159,WB,W01,"Overall, how satisfied are you with your life nowadays?",0.66
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,160,WB,W02,"Overall, to what extent do you feel the things you do in your life are worthwhile?",0.71
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,161,WB,W03,"Overall, how happy did you feel yesterday?",0.62
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,162,WB,W04,"Overall, how anxious did you feel yesterday?",0.32
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,163,WB,HSE_INDEX,Proxy Stress Index (higher score = higher stress),0.3
2019,CS_MEAN,All civil servants (mean score),Civil Service,2,164,WB,PERMA_INDEX,PERMA Index (higher score = high flourishing),0.73
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,0,SUMMARY,RR,Response rate,1
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,1,SUMMARY,EES,Employee engagement index,0.76
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,2,SUMMARY,MW,My work theme score,0.77
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,3,SUMMARY,OP,Organisational objectives and purpose theme score,0.96
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,4,SUMMARY,LM,My manager theme score,0.78
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,5,SUMMARY,MT,My team theme score,0.88
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,6,SUMMARY,LD,Learning and development theme score,0.65
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,7,SUMMARY,IF,Inclusion and fair treatment theme score,0.78
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,8,SUMMARY,RW,Resources and workload theme score,0.81
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,9,SUMMARY,PB,Pay and benefits theme score,0.24
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,10,SUMMARY,LC,Leadership and managing change theme score,0.68
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,11,MW,B01,I am interested in my work,0.91
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,12,MW,B02,I am sufficiently challenged by my work,0.73
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,13,MW,B03,My work gives me a sense of personal accomplishment,0.85
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,14,MW,B04,I feel involved in the decisions that affect my work,0.6
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,15,MW,B05,I have a choice in deciding how I do my work,0.76
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,16,OP,B06,I have a clear understanding of [my organisation's] objectives,0.95
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,17,OP,B07,I understand how my work contributes to [my organisation's] objectives,0.98
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,18,LM,B08,My manager motivates me to be more effective in my job,0.8
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,19,LM,B09,My manager is considerate of my life outside work,0.91
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,20,LM,B10,My manager is open to my ideas,0.85
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,21,LM,B11,My manager helps me to understand how I contribute to [my organisation's] objectives,0.84
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,22,LM,B12,"Overall, I have confidence in the decisions made by my manager",0.78
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,23,LM,B13,My manager recognises when I have done my job well,0.91
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,24,LM,B14,I receive regular feedback on my performance,0.74
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,25,LM,B15,The feedback I receive helps me to improve my performance,0.74
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,26,LM,B16,I think that my performance is evaluated fairly,0.7
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,27,LM,B17,Poor performance is dealt with effectively in my team,0.51
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,28,MT,B18,The people in my team can be relied upon to help when things get difficult in my job,0.89
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,29,MT,B19,The people in my team work together to find ways to improve the service we provide,0.87
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,30,MT,B20,The people in my team are encouraged to come up with new and better ways of doing things,0.87
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,31,LD,B21,I am able to access the right learning and development opportunities when I need to,0.71
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,32,LD,B22,Learning and development activities I have completed in the past 12 months have helped to improve my performance,0.6
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,33,LD,B23,There are opportunities for me to develop my career in [my organisation],0.67
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,34,LD,B24,Learning and development activities I have completed while working for [my organisation] are helping me to develop my career,0.6
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,35,IF,B25,I am treated fairly at work,0.82
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,36,IF,B26,I am treated with respect by the people I work with,0.78
2019,AGO0000,Attorney General's Office,Attorney General's Departments,3,37,IF,B27,I feel valued for the work I do,0.73
